Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.6078,0.9580962440234492
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.6530,0.8956687069122548
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.6979,0.882842696284528
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.7221,0.877534973599109
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.8337,0.9858301302444745
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.8570,0.8723137398987112
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.9032,0.91374958944593
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.9333,0.9051819389887463
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.10322,0.8610261834828947
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.10653,0.9097804280530941
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.12575,0.9285891365167936
,,,3D Modeling,3.0,"['3D model creation', 'software tools', 'design for manufacturability']","['build 3D models', 'modify 3D models', 'analyze 3D models.']",ESCO.13348,0.8691109771488763
,,,C Programming,4.0,"['data structures', 'programming paradigms', 'software design']","['program development', 'bug fixing', 'code debugging.']",ESCO.8438,0.8612311093498429
,,,Data Structures,3.0,"['tree structures', 'linked lists', 'algorithm analysis']","['data organization', 'efficient searching', 'problem solving.']",ESCO.3226,0.9077784143384414
,,,Data Structures,3.0,"['tree structures', 'linked lists', 'algorithm analysis']","['data organization', 'efficient searching', 'problem solving.']",ESCO.3637,0.944065931916005
,,,Data Structures,3.0,"['tree structures', 'linked lists', 'algorithm analysis']","['data organization', 'efficient searching', 'problem solving.']",ESCO.12451,0.8775122081120114
,,,Linux OS,2.0,"['command line interface', 'file management', 'program execution']","['compile code', 'run programs', 'navigate file system.']",ESCO.9584,0.9220939111422302
,,,Data Analysis,4.0,"['data visualization techniques', 'statistical methods', 'healthcare data']","['trend identification', 'data interpretation', 'outcome evaluation.']",ESCO.3226,0.907012446604044
,,,Data Analysis,4.0,"['data visualization techniques', 'statistical methods', 'healthcare data']","['trend identification', 'data interpretation', 'outcome evaluation.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,4.0,"['data visualization techniques', 'statistical methods', 'healthcare data']","['trend identification', 'data interpretation', 'outcome evaluation.']",ESCO.12451,0.878006624592814
,,,legal system,3.0,"['law basics', 'common law', 'regulatory rules']","['legal analysis', 'problem solving', 'ethical reasoning.']",ESCO.1737,0.9191985442403432
,,,legal system,3.0,"['law basics', 'common law', 'regulatory rules']","['legal analysis', 'problem solving', 'ethical reasoning.']",ESCO.10803,0.8743879518930171
,,,legal system,3.0,"['law basics', 'common law', 'regulatory rules']","['legal analysis', 'problem solving', 'ethical reasoning.']",ESCO.10874,0.8547371011237619
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.683,0.9351463177229498
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.1169,0.9431100684622028
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.1397,0.8867217316349031
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.1415,0.8927109369218196
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.1564,0.8900597554400144
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.1687,0.8809863795796959
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.1951,0.9317344137936917
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.2353,0.9324319978900935
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.2878,0.9999999999999998
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.2922,0.9456708833828142
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.2967,0.9430878811439957
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.3325,0.917257324724383
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.3572,0.9413510676547018
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.4813,0.9315777050633779
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.5006,0.932382651211766
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.5063,0.9298397860688422
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.5632,0.9333245532984465
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.5676,0.8831407604730068
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.6908,0.9387057674652012
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.7424,0.9062246153299442
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.7489,0.9294385849717802
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.7973,0.9444968895650785
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.8160,0.9558237589645237
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.8236,0.8983444009034329
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.8344,0.9566101636143401
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.8672,0.9426114948302424
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.8960,0.9390396173870158
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.9778,0.9445134810509268
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.9793,0.9189504825115525
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.10127,0.8968538319653329
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.10605,0.8961533488125267
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.11067,0.9383953826642898
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.11217,0.9376432073642583
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.11652,0.9632746407816394
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.11716,0.9727000889763399
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.12108,0.896591776798451
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.13000,0.9212455395536722
,,,business law,3.0,"['contract law', 'intellectual property', 'corporate law']","['legal compliance', 'risk management', 'contract negotiation.']",ESCO.13025,0.8875497429971212
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.1106,0.8621595963621003
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.2612,0.8630488839828512
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.4261,0.8698639565169615
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.4861,0.9002396074373521
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.5652,0.8674109072340578
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.8745,0.8986765178566776
,,,social ethics,3.0,"['ethical principles', 'social impact', 'values systems']","['ethical decision-making', 'stakeholder engagement', 'conflict resolution.']",ESCO.12654,0.8703752620788979
,,,Data Visualization,3.0,"['graphic communication', 'map design', 'software tools', 'data interpretation']","['presenting information', 'communicating data insights', 'identifying trends.']",ESCO.3226,0.9213174672710502
,,,Data Visualization,3.0,"['graphic communication', 'map design', 'software tools', 'data interpretation']","['presenting information', 'communicating data insights', 'identifying trends.']",ESCO.3637,0.9667257369410339
,,,Data Visualization,3.0,"['graphic communication', 'map design', 'software tools', 'data interpretation']","['presenting information', 'communicating data insights', 'identifying trends.']",ESCO.12451,0.8889579737379704
,,,Data Visualization,3.0,"['[data representation]', '[visual design]', '[software tools]']","['[data interpretation]', '[storytelling]', '[reporting].']",ESCO.3226,0.9213174672710502
,,,Data Visualization,3.0,"['[data representation]', '[visual design]', '[software tools]']","['[data interpretation]', '[storytelling]', '[reporting].']",ESCO.3637,0.9667257369410339
,,,Data Visualization,3.0,"['[data representation]', '[visual design]', '[software tools]']","['[data interpretation]', '[storytelling]', '[reporting].']",ESCO.12451,0.8889579737379704
,,,Data Analysis,3.0,"['data interpretation', 'statistical methods', 'data visualization']","['extract insights from data', 'identify trends', 'make data-driven recommendations.']",ESCO.3226,0.907012446604044
,,,Data Analysis,3.0,"['data interpretation', 'statistical methods', 'data visualization']","['extract insights from data', 'identify trends', 'make data-driven recommendations.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,3.0,"['data interpretation', 'statistical methods', 'data visualization']","['extract insights from data', 'identify trends', 'make data-driven recommendations.']",ESCO.12451,0.878006624592814
,,,Data Analysis,4.0,"['data interpretation', 'statistical methods', 'healthcare trends']","['data visualization', 'trend identification', 'outcome evaluation.']",ESCO.3226,0.907012446604044
,,,Data Analysis,4.0,"['data interpretation', 'statistical methods', 'healthcare trends']","['data visualization', 'trend identification', 'outcome evaluation.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,4.0,"['data interpretation', 'statistical methods', 'healthcare trends']","['data visualization', 'trend identification', 'outcome evaluation.']",ESCO.12451,0.878006624592814
,,,aircraft performance,3.0,"['prediction analysis', 'aircraft stability', 'control application']","['data analysis', 'model development', 'performance prediction.']",ESCO.4569,0.8516982792900432
,,,aircraft performance,3.0,"['prediction analysis', 'aircraft stability', 'control application']","['data analysis', 'model development', 'performance prediction.']",ESCO.12474,0.8842475255856379
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.1811,0.8548301867326907
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.2593,0.8684582174892885
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.2884,0.9004505284779697
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.6448,0.9046429653726943
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.8110,0.8649256623173076
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.8708,0.8989550844506671
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.8746,0.8662075024444367
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.8845,0.8789042870550036
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.9037,0.9082661485889584
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.9770,0.8890612867790716
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.9831,0.8843153444478088
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.9897,0.870971018929044
,,,air vehicle stability,3.0,"['static stability theory', 'control systems design', 'aircraft aerodynamics']","['stability analysis', 'control law design', 'aircraft design.']",ESCO.13517,0.8555443606052194
,,,Data Analysis,2.0,"['data collection', 'statistical techniques', 'data interpretation']","['pattern identification', 'report generation', 'trend prediction.']",ESCO.3226,0.907012446604044
,,,Data Analysis,2.0,"['data collection', 'statistical techniques', 'data interpretation']","['pattern identification', 'report generation', 'trend prediction.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,2.0,"['data collection', 'statistical techniques', 'data interpretation']","['pattern identification', 'report generation', 'trend prediction.']",ESCO.12451,0.878006624592814
,,,Communication,3.0,"['oral presentation', 'written communication', 'active listening']","['research dissemination', 'idea exchange', 'collaboration.']",ESCO.1170,0.8632117258438406
,,,IT Management,3.0,"['system integration', 'IT infrastructure', 'project management']","['IT budgeting', 'technical support', 'infrastructure optimization.']",ESCO.291,0.8763207522115675
,,,Data Analysis,3.0,"['statistical concepts', 'hypothesis testing', 'data interpretation']","['data collection', 'statistical modeling', 'results presentation.']",ESCO.3226,0.907012446604044
,,,Data Analysis,3.0,"['statistical concepts', 'hypothesis testing', 'data interpretation']","['data collection', 'statistical modeling', 'results presentation.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,3.0,"['statistical concepts', 'hypothesis testing', 'data interpretation']","['data collection', 'statistical modeling', 'results presentation.']",ESCO.12451,0.878006624592814
,,,Missing Data Analysis,2.0,"['data cleaning', 'statistical imputation', 'missing data mechanisms']","['data validation', 'data repair', 'analysis robustness.']",ESCO.3226,0.8720540381580517
,,,Missing Data Analysis,2.0,"['data cleaning', 'statistical imputation', 'missing data mechanisms']","['data validation', 'data repair', 'analysis robustness.']",ESCO.3637,0.9169510627295234
,,,Missing Data Analysis,2.0,"['data cleaning', 'statistical imputation', 'missing data mechanisms']","['data validation', 'data repair', 'analysis robustness.']",ESCO.12451,0.8586825506662198
,,,Data Gathering,3.0,"['data sources selection', 'data cleaning techniques', 'data formatting']","['data collection', 'data wrangling', 'data preparation.']",ESCO.3226,0.8853930420891089
,,,Data Gathering,3.0,"['data sources selection', 'data cleaning techniques', 'data formatting']","['data collection', 'data wrangling', 'data preparation.']",ESCO.3637,0.91821908489211
,,,Data Visualization,3.0,"['visualization techniques', 'data representation', 'chart selection']","['data display', 'pattern identification', 'insights generation.']",ESCO.3226,0.9213174672710502
,,,Data Visualization,3.0,"['visualization techniques', 'data representation', 'chart selection']","['data display', 'pattern identification', 'insights generation.']",ESCO.3637,0.9667257369410339
,,,Data Visualization,3.0,"['visualization techniques', 'data representation', 'chart selection']","['data display', 'pattern identification', 'insights generation.']",ESCO.12451,0.8889579737379704
,,,R Programming,3.0,"['R syntax', 'code logic', 'debugging techniques']","['code execution', 'script development', 'data manipulation.']",ESCO.4468,0.9531662645936865
,,,Data Analysis,3.0,"['statistical concepts', 'data interpretation', 'predictive modeling']","['data exploration', 'trend analysis', 'pattern discovery.']",ESCO.3226,0.907012446604044
,,,Data Analysis,3.0,"['statistical concepts', 'data interpretation', 'predictive modeling']","['data exploration', 'trend analysis', 'pattern discovery.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,3.0,"['statistical concepts', 'data interpretation', 'predictive modeling']","['data exploration', 'trend analysis', 'pattern discovery.']",ESCO.12451,0.878006624592814
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.858,0.8696261761077418
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.2638,0.8609717282252316
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.2842,0.8753034327859878
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.3105,0.8594374251893317
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.3144,0.8792954682176674
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.5482,0.8584196210809459
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.5978,0.8621770181519551
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.6589,0.8813834844629231
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.9446,0.8500884642949057
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.12411,0.8531872796398551
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.12538,0.8560234679735479
,,,curation practices,3.0,"['collection management', 'object handling', 'archival principles']","['select exhibit objects', 'research object histories', 'write object labels']",ESCO.13836,0.8554710944721347
,,,display construction,3.0,"['basic carpentry', 'lighting techniques', 'museum standards']","['build exhibit displays', 'install lighting fixtures', 'ensure object safety']",ESCO.6697,0.8522873976564738
,,,communication skills,4.0,"['public speaking', 'visual rhetoric', 'audience analysis']","['present exhibits to audiences', 'write press releases', 'interact with visitors']",ESCO.1297,0.9118388309746618
,,,communication skills,4.0,"['public speaking', 'visual rhetoric', 'audience analysis']","['present exhibits to audiences', 'write press releases', 'interact with visitors']",ESCO.10596,0.9122118981354923
,,,communication skills,4.0,"['public speaking', 'visual rhetoric', 'audience analysis']","['present exhibits to audiences', 'write press releases', 'interact with visitors']",ESCO.11440,0.8619766709753617
,,,research skills,3.0,"['archival research', 'online resources', 'historical context']","['locate relevant information', 'cite sources accurately', 'analyze exhibit themes']",ESCO.1297,0.8754533523050144
,,,Business analysis,3.0,"['business processes', 'data analysis', 'problem solving']","['improve efficiency', 'identify bottlenecks', 'propose solutions.']",ESCO.5456,0.8817579554167976
,,,Data Analysis,3.0,"['statistical methods', 'data interpretation', 'visualization techniques']","['extract insights', 'communicate findings', 'support decision-making.']",ESCO.3226,0.907012446604044
,,,Data Analysis,3.0,"['statistical methods', 'data interpretation', 'visualization techniques']","['extract insights', 'communicate findings', 'support decision-making.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,3.0,"['statistical methods', 'data interpretation', 'visualization techniques']","['extract insights', 'communicate findings', 'support decision-making.']",ESCO.12451,0.878006624592814
,,,IT Knowledge,3.0,"['information systems', 'network technologies', 'software applications']","['understand functionality', 'evaluate solutions', 'identify applications.']",ESCO.291,0.8780107488890965
,,,Data Interpretation,3.0,"['statistical analysis', 'data visualization', 'trend identification']","['reporting', 'insights generation', 'data-driven recommendations.']",ESCO.3226,0.9093790393797536
,,,Data Interpretation,3.0,"['statistical analysis', 'data visualization', 'trend identification']","['reporting', 'insights generation', 'data-driven recommendations.']",ESCO.3637,0.957086068852757
,,,Data Interpretation,3.0,"['statistical analysis', 'data visualization', 'trend identification']","['reporting', 'insights generation', 'data-driven recommendations.']",ESCO.12451,0.8804270290847523
,,,Presentation skills,3.0,"['public speaking', 'visual aids', 'audience engagement']","['prepare presentations', 'deliver presentations', 'engage audience.']",ESCO.1297,0.8538376645581535
,,,Presentation skills,3.0,"['public speaking', 'visual aids', 'audience engagement']","['prepare presentations', 'deliver presentations', 'engage audience.']",ESCO.10596,0.8604436945045939
,,,Communication,4.0,"['mathematical language', 'pedagogy', 'student needs']","['explain concepts', 'answer questions', 'facilitate discussion.']",ESCO.1170,0.8632117258438406
,,,Electrophysiology,4.0,"['neuron function', 'ion channel', 'synaptic integration']","['neuron recording', 'data analysis', 'circuit modelling.']",ESCO.1739,0.8776573304888444
,,,Research methods,3.0,"['data collection', 'experimental design', 'statistical analysis']","['conduct experiments', 'analyze data', 'interpret findings.']",ESCO.9468,0.8742342856669254
,,,Behavior analysis,3.0,"['learning principles', 'behavior modification', 'reinforcement theories']","['apply theories', 'design interventions', 'analyze behavior.']",ESCO.5463,0.8823602091862357
,,,Behavior analysis,3.0,"['learning principles', 'behavior modification', 'reinforcement theories']","['apply theories', 'design interventions', 'analyze behavior.']",ESCO.8607,0.8737133809788622
,,,Behavior analysis,3.0,"['learning principles', 'behavior modification', 'reinforcement theories']","['apply theories', 'design interventions', 'analyze behavior.']",ESCO.13407,0.8756959964646318
,,,Scientific writing,3.0,"['clear communication', 'academic conventions', 'research reporting']","['write reports', 'present findings', 'discuss results.']",ESCO.10637,0.8726686447399377
,,,Communication skills,3.0,"['verbal expression', 'active listening', 'interpersonal skills']","['explain concepts', 'participate in discussions', 'collaborate with peers.']",ESCO.1297,0.8635730909722836
,,,Communication skills,3.0,"['verbal expression', 'active listening', 'interpersonal skills']","['explain concepts', 'participate in discussions', 'collaborate with peers.']",ESCO.10596,0.8821285448075155
,,,Educational Computing,2.0,"['educational software', 'pedagogy principles', 'user interface']","['software training', 'curriculum design', 'student support.']",ESCO.10052,0.8565897336777376
,,,Data Visualization,3.0,"['statistical graphics', 'data representation', 'chart types', 'communication principles.']","['create graphs', 'display trends', 'communicate data insights', 'support interpretations.']",ESCO.3226,0.9213174672710502
,,,Data Visualization,3.0,"['statistical graphics', 'data representation', 'chart types', 'communication principles.']","['create graphs', 'display trends', 'communicate data insights', 'support interpretations.']",ESCO.3637,0.9667257369410339
,,,Data Visualization,3.0,"['statistical graphics', 'data representation', 'chart types', 'communication principles.']","['create graphs', 'display trends', 'communicate data insights', 'support interpretations.']",ESCO.12451,0.8889579737379704
,,,Technology Integration,4.0,"['pedagogy principles', 'digital tools', 'learning theories']","['design lessons', 'assess learning', 'plan curriculum.']",ESCO.7435,0.8755921491969962
,,,Educational Software,3.0,"['software applications', 'learning objectives', 'accessibility features']","['implement software', 'differentiate instruction', 'facilitate learning.']",ESCO.7435,0.8558762456055115
,,,Professional Development,4.0,"['career planning', 'ethical guidelines', 'licensure process']","['personal reflection', 'self-assessment', 'professional growth.']",ESCO.7435,0.8531400145444953
,,,Data Interpretation,4.0,"['research methods', 'probability theory', 'statistical tests']","['evidence evaluation', 'hypothesis testing', 'conclusion drawing.']",ESCO.3226,0.9093790393797536
,,,Data Interpretation,4.0,"['research methods', 'probability theory', 'statistical tests']","['evidence evaluation', 'hypothesis testing', 'conclusion drawing.']",ESCO.3637,0.957086068852757
,,,Data Interpretation,4.0,"['research methods', 'probability theory', 'statistical tests']","['evidence evaluation', 'hypothesis testing', 'conclusion drawing.']",ESCO.12451,0.8804270290847523
,,,Data Interpretation,3.0,"['statistical significance', 'effect size', 'research findings']","['analyze data', 'report results', 'draw inferences.']",ESCO.3226,0.9093790393797536
,,,Data Interpretation,3.0,"['statistical significance', 'effect size', 'research findings']","['analyze data', 'report results', 'draw inferences.']",ESCO.3637,0.957086068852757
,,,Data Interpretation,3.0,"['statistical significance', 'effect size', 'research findings']","['analyze data', 'report results', 'draw inferences.']",ESCO.12451,0.8804270290847523
,,,Data Analysis,3.0,"['[statistical techniques]', '[data interpretation]', '[data visualization]']","['[identify patterns]', '[find trends]', '[communicate findings].']",ESCO.3226,0.907012446604044
,,,Data Analysis,3.0,"['[statistical techniques]', '[data interpretation]', '[data visualization]']","['[identify patterns]', '[find trends]', '[communicate findings].']",ESCO.3637,0.9254210007226864
,,,Data Analysis,3.0,"['[statistical techniques]', '[data interpretation]', '[data visualization]']","['[identify patterns]', '[find trends]', '[communicate findings].']",ESCO.12451,0.878006624592814
,,,Analytical skills,4.0,"['data interpretation', 'pattern recognition', 'problem solving']","['research synthesis', 'evidence evaluation', 'logical reasoning.']",ESCO.1297,0.8807930637953327
,,,Analytical skills,4.0,"['data interpretation', 'pattern recognition', 'problem solving']","['research synthesis', 'evidence evaluation', 'logical reasoning.']",ESCO.10596,0.8673633770221572
,,,Titration,3.0,"['acid-base chemistry', 'solution preparation', 'burette usage']","['solution analysis', 'equivalence point determination', 'concentration calculation.']",ESCO.4158,0.869190747674408
,,,Titration,3.0,"['acid-base chemistry', 'solution preparation', 'burette usage']","['solution analysis', 'equivalence point determination', 'concentration calculation.']",ESCO.6213,0.8784895732911265
,,,Titration,3.0,"['acid-base chemistry', 'solution preparation', 'burette usage']","['solution analysis', 'equivalence point determination', 'concentration calculation.']",ESCO.11540,0.8571671691950818
,,,Titration,3.0,"['acid-base chemistry', 'solution preparation', 'burette usage']","['solution analysis', 'equivalence point determination', 'concentration calculation.']",ESCO.13112,0.8652232018245251
,,,Spectroscopy,3.0,"['atomic structure', 'light absorption', 'instrument operation']","['spectrum analysis', 'sample identification', 'concentration measurement.']",ESCO.8626,0.9142962197412895
,,,Data Collection,3.0,"['measurement techniques', 'data recording', 'data accuracy']","['collect behavioral data', 'track progress', 'analyze trends.']",ESCO.3226,0.881228254755006
,,,Data Collection,3.0,"['measurement techniques', 'data recording', 'data accuracy']","['collect behavioral data', 'track progress', 'analyze trends.']",ESCO.3637,0.9295687412146063
,,,Data Collection,3.0,"['measurement techniques', 'data recording', 'data accuracy']","['collect behavioral data', 'track progress', 'analyze trends.']",ESCO.12451,0.8591794421119338
